F56	F91	F101	F98	F26	F54	F11	F40	F17	F52	F34	F82	F74	F22	F53	F75	F36	F92	F63	F64	F59	F69	O1	F89	F67	F104	F31	F68	F16	F76	F15	F47	F14	F42	F21	F50	F32	F87	F25	F58	F39	F61	F12	F60	F100	F23	F70	F37	F84	F20	F95	F90	F30	F79	F94	F71	F102	F44	F103	F18	F45	F33	F88	F19	F51	F65	F93	F29	F81	F49	F38	F83	F27	F55	F43	F97	F96	F28	F62	F99	F35	F78	F85	F86	F57	F13	F41	F48	F24	F80	F66	F72	F73	F77
blaTEM-83 1_AF427129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaTEM-88 1_AY027590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaTEM-90 1_AF351241	0	0	0	0	0	0	0	0	0	0.0326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0.0574	0	0	0	0	0
blaTEM-91 1_AB049569	0	0	0	0	0	0	0.0451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaTEM-94 1_AJ318094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaTEM-95 1_AJ308558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaTEM-96 1_AY092401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0
blaTEM-97 1_AF397067	0	0	0	0.0336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202	0	0	0
blaTEM-98 1_AF397068	0	0	0	0	0.0382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0.0424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0492	0	0	0	0	0	0	0	0	0	0	0	0	0.0319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaTEM-99 1_AF397066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486	0	0
blaVEB-1 1_HM370393	0	0	0	0	0	0	0	0.0183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaVEB-4 1_EF136375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cat(pC194) 1_NC_002013	0	0	0	0	0	0.081	0	0	0	0.0478	0	0	0	0	0	0	0.3117	0	0	0	0	0	0	0	0.0739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cat(pC233) 1_AY355285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
catA1 1_V00622	0	0	0	0	0	0	0	0.0278	0	0	0	0	0	0	0	0	0	0	0	0.0315	0	0	0	0	0	0	0	0	0	0.1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0708	0.0194	0	0	0	0	0.9706	0	0	0.0633	0	0	0	0	0.0768	0	0	0.0317	0	0	0.0206	0	0	0	0	0	0.0582	0	0.0234	0.0309
catA3 1_X07848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
catB2 1_AF047479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0258	0	0	0	0	0	0	0	0	0.0752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
catB3 1_AJ009818	0	0	0	0	0	0	0.0689	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0322	0	0	0	0.0385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168	0	0	0	0	0	0	0	0	0	0	0.0248	0
catB8 1_AF227506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219	0	0	0	0	0	0	0	0	0
catP 1_U15027	0	0.0806	0	0.0523	0	0	0	0	0	0	0	0	0	0	0	0	0.3316	0	0	0.0342	0	0	0	0	0	0.0643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0995	0.0834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
catQ 1_M55620	0	0	0	0.0965	0	0	0	0.0278	0	0	0	0	0.0724	0	0	0.0415	0	0	0	0.0158	0.0303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0796	0	0.0476	0	0.0616	0	0	0	0	0	0	0	0	0.0243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0633	0	0	0	0	0.0384	0	0	0.0158	0	0	0	0	0	0	0	0	0.0291	0.0698	0.0234	0
catS 1_X74948	0	0	0	0	0	0.1251	0	0.0876	0	0.0738	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0933	0	0	0	0	0	0.0564	0	0	0	0	0	0	0	0	0.3234	0	0.2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0
cat 2_M35190	0	0	0	0.0523	0	0	0	0	0	0	0.1792	0.1452	0	0	0	0	0.3316	0.0709	0	0	0	0	0	0	0	0	0	0.0507	0	0	0	0	0	0.3656	0	0	0.0657	0.1438	0	0	0	0	0	0	0.0517	0	0	0.4249	0.2287	0	0	0.0805	0.2201	0	0	0	0	0.1481	0	0	0	0	0.123	0	0	0	0	0	0	0	0	0	0	0	0.1073	0	0	0	0	0.0998	0.2417	0	0	0	0	0	0.1855	0	0	0	0.0631	0	0	0
cat 3_S48276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309	0	0	0	0.0369	0	0	0	0.0787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0436	0	0	0	0	0	0	0
cat 5_U35036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0275	0	0	0	0	0	0
cepA-29 1_U05884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cepA-49 1_U05886	0	0	0	0.0316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6351	0	0	0	0	0	0.0203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cepA 1_L13472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0602	0	0	0	0	0	0.0376	0	0	0	0	0	0	0	0
cepA 1_U05887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0424	0	0	0	0.0393	0	0.0438	0	0	0	0	0	0	0	0	0	0.0356	0	0	0	0	0	0	0	0	0	0.0203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cepA 6_FR688022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cfxA2 1_AF504914	0.2861	0.5354	1.073	2.8976	1.3182	0.7152	0.7008	0.5512	0.3325	0.1125	0.7438	0.8839	0.5219	0.679	0.6239	0.7966	0.7342	0.9809	1.142	0.6432	1.4196	0.5254	0.5572	0.7822	0.7832	0.7477	1.6541	0.7582	1.946	1.4827	0.7684	0.7027	0.5452	0.3036	0.9111	0.9789	1.7461	1.0744	1.2738	2.1439	0.8533	0.6928	1.3381	1.5931	0.5434	0.7282	0.6656	0.4703	0.6964	1.0848	0.5442	0.7578	1.0355	0.7755	1.5875	1.0059	2.4119	1.4343	0.7842	0.9238	0.9423	1.5921	1.3619	0.9108	0.7649	1.2104	0.9152	0.9797	1.3434	0.803	0.5829	1.3828	0.9667	0.6082	1.0691	0.5644	1.0445	1.4865	0.9459	0.9948	1.5162	0.6563	0.5848	0.4143	0.5934	0.8618	0.6417	0.4508	1.0892	0.6649	0.4368	0.7129	0.2104	0.7424
cfxA3 1_AF472622	0.3121	1.0261	1.073	2.8976	1.5818	0.9535	0.4672	0.4176	0.6175	0.3375	1.2893	0.7232	0.5219	1.605	0.5672	1.3194	0.7342	0.7847	1.2543	0.8324	1.638	0.6239	1.311	0.6756	1.3053	0.9257	2.8258	0.8425	2.1777	1.6761	1.3173	0.8829	0.6231	0.8095	0.987	0.8512	1.7825	1.1938	1.6436	2.2332	1.086	0.8083	1.6248	1.5931	0.8008	0.9362	0.6471	0.8231	1.0129	0.9179	0.6997	0.9361	1.2183	1.1633	2.0566	1.1226	3.2159	1.5163	0.6099	1.6796	1.5223	1.4595	1.0895	1.0246	1.0198	1.5363	1.3401	1.6532	1.4745	0.8482	2.9144	1.9146	1.4711	1.0263	1.0493	0.7526	1.2683	2.1472	1.3842	0.6079	0.8027	1.0083	0.8772	1.3983	1.0014	1.1031	1.1551	0.9177	0.6931	0.7858	0.8038	0.671	0.3367	0.8723
cfxA4 1_AY769933	0.7542	0.6692	0.8743	3.6799	1.8125	1.0966	0.9343	0.4677	0.38	0.3656	0.9422	0.9643	0.5219	0.6173	0.605	1.0705	0.1835	1.2163	1.1233	0.8134	1.5834	0.5911	1.2127	0.4622	1.1095	1.3886	1.9298	1.011	1.8533	2.0844	1.1343	0.8829	0.5452	0.4048	0.7972	1.1917	2.1099	1.5121	0.9862	2.9777	0.9697	0.7794	1.7204	1.5931	1.001	0.8322	0.8505	0.7055	0.7597	1.0848	0.8941	1.1144	1.0965	1.5511	1.5875	1.2392	2.6129	1.5573	0.7406	1.1757	1.9572	1.7912	1.3619	1.0246	0.7649	1.4665	1.0133	0.9491	1.2779	0.9726	0	1.17	1.387	0.6462	1.267	0.5174	1.3242	1.982	1.3611	0.6079	1.1149	0.8276	0.8355	0.8286	0.989	0.7239	1.1808	1.0465	1.0892	0.544	0.7863	0.4194	0.4208	0.8167
cfxA5 1_AY769934	0.7022	0.6246	1.232	2.7237	1.3841	0.9059	0.6229	0.4677	0.6175	0.4218	1.1901	1.2053	0.4639	1.3581	0.605	1.195	0.3671	1.1378	1.1233	0.9269	1.7654	0.6896	0.9832	0.4622	1.4358	0.9257	1.6541	1.011	1.9923	2.0199	0.9148	0.8109	0.3115	0.7083	0.8731	0.6384	2.1462	1.0744	1.5614	2.5608	1.086	1.0393	1.4337	1.4656	0.858	1.1962	0.8689	0.2352	0.6964	0.9179	0.6997	0.5349	1.2183	0.3878	1.7319	0.9768	2.6531	1.5573	0.5664	1.3017	1.5223	1.758	1.3619	1.3282	0.9773	1.5363	0.8825	1.0409	1.2451	0.9161	0	1.5955	1.6392	1.2163	1.1681	0.9878	1.4548	2.0646	1.1535	0.8843	1.1149	0.9607	0.8772	1.8643	0.8159	1.2754	1.1551	1.0787	0.5446	0.8462	0.5941	0.671	0.519	0.8909
cfxA6 1_GQ342996	27.2531	29.1511	23.4051	34.4641	46.3627	30.7398	16.2967	15.2223	6.6053	6.6034	27.964	22.1925	15.6396	22.1581	13.1537	37.8281	15.5427	19.1424	13.9621	10.6495	24.7129	19.813	54.9729	5.8852	13.5027	12.0607	23.1475	21.5926	22.1151	25.3107	18.9443	14.8429	10.4929	2.1422	28.9317	17.0383	32.5555	15.8151	29.063	27.9667	21.4619	19.6128	22.6264	30.8135	18.7982	39.59	15.6565	32.2492	36.1869	29.7109	15.0385	20.4607	34.9368	41.0472	22.6379	23.1062	34.5057	41.2506	14.0867	28.9723	27.2747	37.6331	28.2432	19.9394	9.6096	36.9383	19.0299	24.0107	27.7164	15.7152	46.5565	40.9435	45.3815	30.4329	8.897	8.5096	26.0431	26.093	18.2044	23.6671	12.7455	12.1468	39.1131	34.1872	14.2638	17.1168	21.1697	24.1846	29.5857	30.5372	21.0025	37.8534	33.1389	34.9177
cfxA 1_U38243	0.6762	0.803	1.6294	4.6071	2.0431	1.2873	1.2069	0.7016	0.4513	0.7312	1.1405	1.366	0.9424	1.3581	0.9453	1.2946	0.3671	1.2555	1.8347	1.154	2.4571	0.8538	1.3438	0.8889	1.24	1.353	3.3083	1.4041	3.336	2.6646	1.6466	1.1532	0.4284	1.5178	1.3286	0.9364	3.0193	2.3876	2.3421	3.1563	1.629	1.1547	2.5329	2.3896	1.43	1.3003	1.1093	0.7055	1.3927	1.8775	1.1662	0.7132	1.5838	1.6803	2.7782	1.4287	4.261	2.5408	1.3506	2.0575	2.3921	1.7912	2.2812	1.3282	1.1473	2.3976	1.667	1.7144	2.2609	1.572	0	2.6592	1.9755	1.2163	1.564	1.3641	1.8092	3.0556	1.8456	0.9948	1.3378	1.0654	1.5038	1.709	1.298	0.9997	1.3348	1.1592	1.3862	1.5111	1.1882	0.9226	0.3787	0.9651
cmlA1 1_M64556	0.0188	0	0	0	0	0.0345	0	0.0121	0	0.0203	0	0	0.021	0	0.0546	0	0	0	0.0406	0	0.0132	0.0237	0	0	0.0472	0	0	0.0203	0	0.0311	0	0.013	0	0	0	0	0	0	0	0	0	0.0209	0	0.023	0	0	0	0	0	0.0302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307	0.0168	0	0	0	0	0	0	0	0.0275	0	0	0	0	0.0167	0	0	0	0	0	0.0089	0	0.0556	0.0116	0	0	0.0126	0.0303	0.0304	0.0402
cmlA1 2_AB212941	0	0	0	0.0209	0	0	0	0	0	0.0203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215	0	0.0209	0	0	0	0	0.0134	0	0	0	0	0	0	0.0467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0399	0	0.0069	0	0	0	0	0	0	0	0	0	0	0.0101	0
cmx 1_U85507	0.0204	0	0	0	0	0	0	0	0	0.0221	0	0	0	0	0.0148	0	0	0	0.0147	0.0074	0.0143	0	0	0	0.0171	0	0	0	0	0.0337	0	0	0	0	0	0	0	0	0	0.0234	0	0	0	0.025	0	0	0.029	0	0	0.0327	0	0	0	0	0	0.0229	0	0	0	0	0	0	0	0	0	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0.0181	0	0	0.0075	0	0	0.0485	0	0	0.0126	0	0	0.0274	0	0	0.102
dfrA12 1_AB571791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132	0	0	0	0	0	0	0
dfrA14 1_DQ388123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1013	0	0	0	0	0	0	0	0	0	0	0.0582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0885	0	0	0	0	0.2879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0872	0	0	0	0	0	0
dfrA14 1_Z50805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA15 1_HM449019	0	0	0	0	0	0	0	0	0	0	0	0	0.0405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346	0	0	0	0	0	0	0	0	0
dfrA15b 1_AJ867237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0266	0	0	0	0	0	0	0	0	0	0	0	0
dfrA16 1_FN561628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA18 1_AJ310778	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA1 1_X00926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA1 2_AJ419168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA1 30_JQ690541	0	0	0	0	0	0	0	0	0	0	0	0	0.0811	0	0	0	0	0	0	0.0264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0392	0
dfrA1 5_AJ238350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA27 1_FJ459817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA5 1_X12868	0	0	0	0	0	0	0	0	0	0	0	0	0.0405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA7 1_AJ419170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrA7 1_JF806498	0	0	0	0	0	0	0	0	0	0	0	0	0.0405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157	0	0.0601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0316	0	0	0	0	0	0	0	0	0.0645	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0392	0
dfrA8 1_U10186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrB3 1_X72585	0	0	0	0	0	0	0	0	0	0	0	0	0.3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfrB5 1_AY943084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
